id;name;Image;slotType;weaponType;Url;Level;Tibia Buy Price;Tibia Sell Price;Is Missing Tibia source;Buy;Sell;LootFrom;absorbPercentAll;absorbPercentDeath;absorbPercentEarth;absorbPercentEnergy;absorbPercentFire;absorbPercentHoly;absorbPercentIce;absorbPercentLifeDrain;absorbPercentManaDrain;absorbPercentPhysical;absorbPercentPoison;allowpickupable;ammoType;armor;attack;blockprojectile;charges;containerSize;corpseType;decayTo;defense;description;destroyTo;duration;effect;elementEarth;elementEnergy;elementFire;elementIce;extradef;femaleTransformTo;field;floorchange;fluidSource;fluidcontainer;forceSerialize;healthGain;healthTicks;hitChance;invisible;levelDoor;magiclevelpoints;maleTransformTo;manaGain;manaTicks;manashield;maxHitChance;maxTextLen;partnerDirection;range;readable;replaceable;rotateTo;runeSpellName;shootType;showattributes;showcharges;showcount;showduration;skillAxe;skillClub;skillDist;skillFist;skillShield;skillSword;speed;stopduration;suppressDrown;suppressDrunk;transformDeEquipTo;transformEquipTo;transformTo;type;weight;worth;writeOnceItemId;writeable
2539;phoenix shield;;;shield;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;This shield feels warm to the touch.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3500;;;
2540;scarab shield;;;shield;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4700;;;
2541;bone shield;;;shield;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5500;;;
2542;tempest shield;;;shield;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5100;;;
2543;bolt;;ammo;ammunition;;;;;;;;;;;;;;;;;;;;;bolt;;30;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;;;;;;bolt;;;;;;;;;;;;;;;;;;;80;;;
2544;arrow;;ammo;ammunition;;;;;;;;;;;;;;;;;;;;;arrow;;25;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;;;;;;;;;;;;arrow;;;;;;;;;;;;;;;;;;;70;;;
2545;poison arrow;;ammo;ammunition;;;;;;;;;;;;;;;;;;;;;arrow;;22;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;;;;;;poisonarrow;;;;;;;;;;;;;;;;;;;80;;;
2546;burst arrow;;ammo;ammunition;;;;;;;;;;;;;;;;;;;;;arrow;;28;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;;;;;;burstarrow;;;;;;;;;;;;;;;;;;;90;;;
2547;power bolt;;ammo;ammunition;;;;;;;;;;;;;;;;;;;;;bolt;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;powerbolt;;;;;;;;;;;;;;;;;;;80;;;
2550;scythe;;two-handed;axe;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;
2640;soft boots;;feet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10145;;;;14400;;;;;;;;;;;;;1;2000;;;;;;2;1000;;;;;;;;;;;;;;1;;;;;;;;;;;6132;;;;800;;;
2641;traper boots;;feet;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;900;;;
2642;sandals;;feet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;600;;;
2643;leather boots;;feet;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;900;;;
2644;bunny slippers;;feet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1200;;;
2645;steel boots;;feet;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2900;;;
2646;golden boots;;feet;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3200;;;
2647;plate legs;;legs;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5000;;;
2648;chain legs;;legs;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3500;;;
2649;leather legs;;legs;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1800;;;
2650;jacket;;body;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2400;;;
2651;coat;;body;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2700;;;
2652;green tunic;;body;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;930;;;
2653;red tunic;;body;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;
2654;cape;;body;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3200;;;
2655;red robe;;body;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2600;;;
2656;blue robe;;body;;;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;It is a magic robe.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2200;;;
2657;simple dress;;body;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2400;;;
2658;white dress;;body;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2400;;;
2659;ball gown;;body;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2500;;;
2660;hidden turbant;;head;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;;;
2661;scarf;;necklace;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;;;
2662;magician hat;;head;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;750;;;
2663;mystic turban;;head;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;Something is strange about this turban.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;850;;;
2664;cowl;;head;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;
2665;post officers hat;;head;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;This hat is the insignia of all tibian post officers.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;
3939;camouflage bag;;backpack;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;800;;;
3940;camouflage backpack;;backpack;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1800;;;
3960;old and used backpack;;backpack;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;A label on the backpack reads: Property of Sam, Thais.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1800;;;
3961;lich staff;;;club;;;;;;;;;;;;;;;;;;;;;;;40;;;;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8000;;;
3962;beastslayer axe;;;axe;;;;;;;;;;;;;;;;;;;;;;;35;;;;;;12;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6150;;;
3963;templar scytheblade;;;sword;;;;;;;;;;;;;;;;;;;;;;;23;;;;;;15;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4500;;;
3964;ripper lance;;;axe;;;;;;;;;;;;;;;;;;;;;;;28;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8000;;;
3965;hunting spear;;;distance;;;;;;;;;;;;;;;;;;;;;;;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;huntingspear;;;;;;;;;;;;;;;;;;;2200;;;
3966;banana staff;;;club;;;;;;;;;;;;;;;;;;;;;;;25;;;;;;15;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5000;;;
3967;tribal mask;;head;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2500;;;
3968;leopard armor;;body;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9500;;;
3969;horseman helmet;;head;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4200;;;
3970;feather headdress;;head;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2100;;;
3971;charmer tiara;;head;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2200;;;
3972;beholder helmet;;head;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4600;;;
3973;tusk shield;;;shield;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6900;;;
3974;sentinel shield;;;shield;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4900;;;
3975;salamander shield;;;shield;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7200;;;
3982;crocodile boots;;feet;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;900;;;
3983;bast skirt;;legs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;
4846;iron hammer;;;club;;;;;;;;;;;;;;;;;;;;;;;18;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6600;;;
4847;simple dress;;body;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2400;;;
5461;helmet of the deep;;head;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;21000;;;
5462;pirate boots;;feet;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;800;;;
5741;skull helmet;;head;;;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4200;;;
5803;arbalest;;two-handed;distance;;;;;;;;;;;;;;;;;;;;;bolt;;;;;;;;;It is a bit heavy due to the iron mounting, but very precise.;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;9500;;;
5903;ferumbras' hat;;head;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;It is the proof that Ferumbras has fallen. For now. The Edron Academy should be interested in this.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;850;;;
5917;bandana;;head;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;850;;;
5918;pirate knee breeches;;legs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1200;;;
5926;pirate backpack;;backpack;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1800;;;
5927;pirate bag;;backpack;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;800;;;
5940;ceiron's wolf tooth chain;;necklace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;330;;;
5949;beach backpack;;backpack;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1800;;;
5950;beach bag;;backpack;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;800;;;
6095;pirate shirt;;body;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000;;;
6096;pirate hat;;head;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1250;;;
6101;ron the ripper's sabre;;;sword;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2500;;;
6120;spellbook of dragha;;;shield;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;It apparently belonged to someone called Dragha, the apprentice of a voodoomaster.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5800;;;
6131;tortoise shield;;;shield;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5200;;;
6132;soft boots;;feet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;2640;;;800;;;
6300;death ring;;ring;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;1;;;;6301;;;80;;;
6301;death ring;;ring;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;0;;;;480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;-10;;;;;;6300;;;;80;;;
6391;nightmare shield;;;shield;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;It was crafted by the ancient order of the nightmare knights.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3200;;;
6433;necromancer shield;;;shield;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;It is enchanted with unholy, necromantic powers.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3200;;;
6528;avenger;;two-handed;sword;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;38;This holy blade was forged of shattered dreams.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6400;;;
6529;infernal bolt;;ammo;ammunition;;;;;;;;;;;;;;;;;;;;;bolt;;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;infernalbolt;;;;;;;;;;;;;;;;;;;90;;;
6531;santa hat;;head;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;750;;;
6553;ruthless axe;;two-handed;axe;;;;;;;;;;;;;;;;;;;;;;;51;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5800;;;
6578;party hat;;head;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
7342;fur backpack;;backpack;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1800;;;
7343;fur bag;;backpack;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;800;;;
7363;piercing bolt;;ammo;ammunition;;;;;;;;;;;;;;;;;;;;;bolt;;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;piercingbolt;;;;;;;;;;;;;;;;;;;80;;;
7364;sniper arrow;;ammo;ammunition;;;;;;;;;;;;;;;;;;;;;arrow;;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;sniperarrow;;;;;;;;;;;;;;;;;;;70;;;
7365;onyx arrow;;ammo;ammunition;;;;;;;;;;;;;;;;;;;;;arrow;;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;onyxarrow;;;;;;;;;;;;;;;;;;;70;;;
7366;viper star;;;distance;;;;;;;;;;;;;;;;;;;;;;;28;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;5;;;;;greenstar;;;;;;;;;;;;;;;;;;;200;;;
7367;enchanted spear;;;distance;;;;;;;;;;;;;;;;;;;;;;;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;enchantedspear;;;;;;;;;;;;;;;;;;;2000;;;
7368;assassin star;;;distance;;;;;;;;;;;;;;;;;;;;;;;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;redstar;;;;;;;;;;;;;;;;;;;200;;;
7378;royal spear;;;distance;;;;;;;;;;;;;;;;;;;;;;;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;royalspear;;;;;;;;;;;;;;;;;;;2500;;;
7379;brutetamer's staff;;two-handed;club;;;;;;;;;;;;;;;;;;;;;;;35;;;;;;15;Barbarian women are said to use it for conjuring beasts.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3800;;;
7380;headchopper;;two-handed;axe;;;;;;;;;;;;;;;;;;;;;;;42;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4500;;;
7381;mammoth whopper;;;club;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;10;Made from a mammoth's legbones, it is one of the favoured weapons among barbarians.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4500;;;
7382;demonrage sword;;two-handed;sword;;;;;;;;;;;;;;;;;;;;;;;47;;;;;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15000;;;
7383;relic sword;;;sword;;;;;;;;;;;;;;;;;;;;;;;42;;;;;;24;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4800;;;
7384;mystic blade;;;sword;;;;;;;;;;;;;;;;;;;;;;;44;;;;;;25;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3500;;;
7385;crimson sword;;;sword;;;;;;;;;;;;;;;;;;;;;;;28;;;;;;20;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3600;;;
7386;mercenary sword;;two-handed;sword;;;;;;;;;;;;;;;;;;;;;;;43;;;;;;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6800;;;
7387;diamond sceptre;;;club;;;;;;;;;;;;;;;;;;;;;;;34;;;;;;18;The beautiful jewel on the top of this sceptre is sharp enough to cut through glass.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1500;;;
7388;vile axe;;;axe;;;;;;;;;;;;;;;;;;;;;;;43;;;;;;19;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5200;;;
7389;heroic axe;;;axe;;;;;;;;;;;;;;;;;;;;;;;44;;;;;;24;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6100;;;
7390;justice seeker;;;sword;;;;;;;;;;;;;;;;;;;;;;;47;;;;;;24;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5000;;;
7391;thaian sword;;;sword;;;;;;;;;;;;;;;;;;;;;;;46;;;;;;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6100;;;
7392;orcish maul;;two-handed;club;;;;;;;;;;;;;;;;;;;;;;;42;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5400;;;
7402;dragon slayer;;two-handed;sword;;;;;;;;;;;;;;;;;;;;;;;44;;;;;;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8200;;;
7403;berserker;;two-handed;sword;;;;;;;;;;;;;;;;;;;;;;;48;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13000;;;
7404;assassin dagger;;;sword;;;;;;;;;;;;;;;;;;;;;;;40;;;;;;12;;;;;;;;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1700;;;
7405;havoc blade;;two-handed;sword;;;;;;;;;;;;;;;;;;;;;;;49;;;;;;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7200;;;
7406;blacksteel sword;;two-handed;sword;;;;;;;;;;;;;;;;;;;;;;;42;;;;;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5900;;;
7407;haunted blade;;two-handed;sword;;;;;;;;;;;;;;;;;;;;;;;40;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3100;;;
7408;wyvern fang;;;sword;;;;;;;;;;;;;;;;;;;;;;;32;;;;;;19;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000;;;
7409;fausenhaller's sceptre;;;club;;;;;;;;;;;;;;;;;;;;;;;28;;;;;;15;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4200;;;
7410;queen's sceptre;;;club;;;;;;;;;;;;;;;;;;;;;;;43;;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2300;;;
7411;ornamented axe;;;axe;;;;;;;;;;;;;;;;;;;;;;;42;;;;;;22;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6150;;;
7412;butcher's axe;;;axe;;;;;;;;;;;;;;;;;;;;;;;41;;;;;;24;;;;;;;;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6800;;;
7413;titan axe;;two-handed;axe;;;;;;;;;;;;;;;;;;;;;;;43;;;;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8100;;;
7414;abyss hammer;;two-handed;club;;;;;;;;;;;;;;;;;;;;;;;47;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5500;;;
7415;cranial basher;;;club;;;;;;;;;;;;;;;;;;;;;;;44;;;;;;20;;;;;;;;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7800;;;
7416;bloody edge;;;sword;;;;;;;;;;;;;;;;;;;;;;;43;;;;;;21;;;;;;;;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5200;;;
7417;runed sword;;;sword;;;;;;;;;;;;;;;;;;;;;;;45;;;;;;32;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4600;;;
7418;nightmare blade;;;sword;;;;;;;;;;;;;;;;;;;;;;;46;;;;;;23;;;;;;;;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5900;;;
7419;dreaded cleaver;;;axe;;;;;;;;;;;;;;;;;;;;;;;40;;;;;;19;;;;;;;;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3800;;;
